,rtt
1870,44097.0
1871,53967.0
1872,36404.0
1873,43507.5
1874,39990.0
1875,39946.0
1876,49954.0
1877,92051.5
1878,42904.5
1879,42191.0
1880,33786.5
1881,50654.0
1882,41476.0
1883,36622.5
1884,36358.5
1885,36919.5
1886,56137.5
1887,35711.5
1888,45389.0
1889,36847.0
1890,36077.0
1891,35904.0
1892,42823.0
1893,36047.0
1894,36074.5
1895,36131.5
1896,25859.5
1897,36681.0
1898,37198.0
1899,37861.0
1900,34887.0
1901,79481.5
1902,39903.0
1903,45433.5
1904,26876.0
1905,35640.5
1906,39996.0
1907,29394.0
1908,31051.5
1909,36731.5
1910,36427.0
1911,44627.5
1912,26640.5
1913,37391.5
1914,30274.0
1915,34022.5
1916,42479.0
1917,80528.0
1918,36802.0
1919,35273.0
1920,27711.0
1921,35102.5
1922,34404.5
1923,35880.0
1924,47276.0
1925,82903.5
1926,40882.0
1927,35173.0
1928,26708.5
1929,31955.0
1930,35359.5
1931,35504.5
1932,35876.0
1933,37165.5
1934,35792.5
1935,40679.0
1936,25043.5
1937,37359.0
1938,36285.0
1939,35461.0
1940,84656.0
1941,41465.5
1942,36777.5
1943,35980.5
1944,32907.5
1945,38581.0
1946,29906.0
1947,35347.0
1948,37406.0
1949,43011.5
1950,36876.5
1951,85764.0
1952,33529.5
1953,38314.0
1954,35941.5
1955,35719.0
1956,35552.0
1957,41429.0
1958,36993.0
1959,35419.0
1960,26494.0
1961,81060.5
1962,27403.5
1963,37272.0
1964,37011.5
1965,42313.0
1966,38136.0
1967,36363.0
1968,28052.0
1969,35233.0
1970,87326.5
1971,29470.0
1972,38029.0
1973,37672.5
1974,29021.5
1975,34050.5
1976,26164.0
1977,18180.0
1978,29516.0
1979,36844.0
1980,84427.5
1981,41382.0
1982,36083.5
1983,36115.5
1984,26344.0
1985,34628.0
1986,33677.0
1987,38046.5
1988,43443.0
1989,82871.0
1990,18357.5
1991,17061.5
1992,26402.5
1993,36251.0
1994,37051.0
1995,34394.0
1996,33617.5
1997,34468.5
1998,35714.0
1999,36091.5
2000,25001.5
2001,83534.5
2002,40297.0
2003,37837.5
2004,37297.0
2005,34512.0
2006,42743.5
2007,35761.5
2008,32445.0
2009,36172.0
2010,56542.0
2011,36297.5
2012,35447.0
2013,35435.0
2014,46078.0
2015,36631.5
2016,35961.0
2017,39696.0
2018,40312.0
2019,36317.0
2020,39134.0
2021,36075.0
2022,89129.0
2023,81590.5
2024,81814.0
2025,38712.5
2026,28165.5
2027,39064.5
2028,39714.5
2029,47585.0
2030,35431.5
2031,36202.5
2032,41013.0
2033,54784.0
2034,33917.5
2035,32418.0
2036,41130.5
2037,36451.5
2038,35422.0
2039,32770.5
2040,31304.0
2041,35003.5
2042,42799.5
2043,35551.5
2044,35549.5
2045,33704.0
2046,33903.5
2047,41189.0
2048,34546.0
2049,35810.5
2050,37658.5
2051,33102.5
2052,47501.5
2053,40526.5
2054,48913.0
2055,34753.0
2056,31716.5
2057,36114.0
2058,43241.5
2059,35584.0
2060,33659.5
2061,31981.5
2062,34788.0
2063,35523.0
2064,33898.0
2065,38683.5
2066,22407.0
2067,36156.0
2068,35909.5
2069,33677.0
2070,33826.0
2071,36250.0
2072,66931.0
2073,37839.5
2074,42863.0
2075,52550.5
2076,35866.5
2077,35876.5
2078,45962.5
2079,36496.0
2080,33373.0
2081,82969.0
2082,35684.5
2083,35362.5
2084,42096.0
2085,33516.0
2086,80611.5
2087,34715.0
2088,25559.0
2089,34263.0
2090,32380.0
2091,81978.5
2092,39023.0
2093,33858.5
2094,38560.5
2095,14532.0
2096,41288.5
2097,33832.5
2098,33524.5
2099,32536.5
2100,79804.0
2101,32529.5
2102,33770.0
2103,33086.5
2104,30959.5
2105,33562.5
2106,32959.5
2107,32371.5
2108,58971.5
2109,33337.5
2110,79707.0
2111,32431.0
2112,40862.0
2113,38527.0
2114,32025.0
2115,43962.5
2116,47229.0
2117,35361.5
2118,34990.0
2119,34840.0
2120,80782.0
2121,40094.5
2122,34991.5
2123,34541.0
2124,35165.0
2125,31744.0
2126,37869.0
2127,40566.0
2128,33458.5
2129,80360.0
2130,32803.0
2131,32155.0
2132,35113.0
2133,33759.0
2134,37659.5
2135,32456.0
2136,15726.5
2137,46330.5
2138,34923.0
2139,32677.0
2140,32134.5
2141,32648.0
2142,33241.0
2143,33086.5
2144,30940.5
2145,33792.0
2146,60076.5
2147,61509.0
2148,75310.5
2149,76278.0
2150,83625.0
2151,33445.5
2152,83212.0
2153,81348.0
2154,63393.0
2155,82072.5
2156,77060.0
2157,80581.5
2158,32596.0
2159,74762.0
2160,77614.0
2161,78339.0
2162,78579.5
2163,80320.5
2164,34540.0
2165,33345.0
2166,32755.0
2167,44860.0
2168,20054.0
2169,33756.0
2170,28848.0
2171,34248.5
2172,49613.5
2173,34905.5
2174,31293.5
2175,31448.5
2176,84670.5
2177,34837.5
2178,59409.5
2179,47338.5
2180,77493.5
2181,32939.5
2182,35863.5
2183,31865.5
2184,29325.0
2185,32707.0
2186,32320.0
2187,33702.0
2188,38690.5
2189,31612.0
2190,31465.0
2191,79368.5
2192,38500.5
2193,33015.0
2194,32618.5
2195,31279.5
2196,32937.5
2197,46151.0
2198,37831.0
2199,17219.5
2200,41430.0
2201,67878.5
2202,38391.0
2203,34177.5
2204,32092.0
2205,31721.5
2206,31817.0
2207,33935.0
2208,32499.0
2209,32636.5
2210,33093.0
2211,32339.5
2212,33727.0
2213,32056.5
2214,31996.5
2215,81460.5
2216,39607.0
2217,42878.5
2218,37682.0
2219,50854.5
2220,41781.5
2221,32270.0
2222,33776.0
2223,33364.5
2224,78796.0
2225,46841.5
2226,31832.0
2227,33222.5
2228,33748.5
2229,31531.5
2230,32612.0
2231,32469.5
2232,37068.5
2233,33302.0
2234,33459.5
2235,34386.5
2236,33769.5
2237,33176.0
2238,32823.0
2239,35987.0
2240,15328.5
2241,94721.0
2242,78401.0
2243,81294.5
2244,79646.0
2245,79190.0
2246,81149.0
2247,80988.5
2248,80178.5
2249,80807.5
2250,79925.5
2251,86125.0
2252,84615.0
2253,47691.5
2254,80094.5
2255,80481.5
2256,83060.0
2257,81298.5
2258,81806.0
2259,80834.5
2260,87354.5
2261,52416.0
2262,46658.5
2263,81188.5
2264,81552.0
2265,79672.0
2266,80981.0
2267,81743.5
2268,81114.0
2269,78989.5
2270,81068.5
2271,79618.0
2272,80930.5
2273,82255.0
2274,80102.0
2275,79800.5
2276,83356.5
2277,81079.5
2278,78015.5
2279,79591.0
2280,82275.5
2281,83436.5
2282,78353.0
2283,77946.0
2284,78586.0
2285,78563.5
2286,80515.0
2287,80821.5
2288,81480.5
2289,80076.0
2290,80893.5
2291,80857.0
2292,81468.0
2293,82994.0
2294,57617.0
2295,79743.0
2296,79220.0
2297,88293.5
2298,80886.0
2299,79279.0
2300,34823.0
2301,33466.0
2302,37174.5
2303,53657.0
2304,107989.5
2305,36980.0
2306,54542.0
2307,66824.5
2308,49903.0
2309,49729.5
2310,50209.0
2311,50160.0
2312,48153.5
2313,54520.5
2314,28795.0
2315,31848.0
2316,34660.0
2317,58038.0
2318,53938.0
2319,34170.5
2320,17178.0
2321,32726.0
2322,32458.0
2323,32544.5
2324,52826.5
2325,33436.0
2326,32414.0
2327,45329.0
2328,18744.0
2329,33431.5
2330,20612.0
2331,33517.5
2332,32958.5
2333,31174.5
2334,41264.5
2335,31844.5
2336,51968.0
2337,34307.0
2338,32937.0
2339,30496.5
2340,34839.5
2341,32189.0
2342,32518.0
2343,31228.0
2344,53760.0
2345,33821.0
2346,28611.0
2347,32632.0
2348,32132.5
2349,32066.0
2350,51928.0
2351,31348.0
2352,38563.5
2353,23874.0
2354,22148.5
2355,21361.5
2356,22479.0
2357,19192.0
2358,19191.5
2359,20624.0
2360,20021.5
2361,21343.0
2362,16554.0
2363,22053.5
2364,21882.0
2365,19272.5
2366,19381.5
2367,29954.5
2368,27063.0
2369,22812.0
2370,20361.0
2371,21249.0
2372,23175.5
2373,22774.5
2374,22958.5
2375,21841.5
2376,27236.5
2377,24499.0
2378,31678.5
2379,68185.0
2380,68044.5
2381,63221.5
2382,72736.0
2383,59229.0
2384,58530.5
2385,67337.0
2386,53108.0
2387,64705.5
2388,56873.0
2389,41984.5
2390,52588.5
2391,54067.5
2392,66127.5
2393,64452.0
2394,54104.0
2395,52063.0
2396,21976.0
2397,71805.0
2398,65897.5
2399,21744.0
2400,27989.5
2401,22917.5
2402,49014.0
2403,21988.0
2404,20912.5
2405,21979.0
2406,20393.5
2407,77545.0
2408,42984.0
2409,19885.0
2410,23363.5
2411,20470.5
2412,71626.5
2413,22171.5
2414,20421.0
2415,20856.5
2416,19790.5
2417,66557.5
2418,32619.0
2419,20971.5
2420,20812.0
2421,19055.0
2422,21407.5
2423,49501.5
2424,69478.5
2425,47285.0
2426,69358.0
2427,51143.5
2428,72682.0
2429,72955.5
2430,53828.5
2431,64650.5
2432,73343.5
2433,29767.0
2434,21993.0
2435,54023.0
2436,64132.5
2437,47531.0
2438,52439.5
2439,43319.5
2440,53884.5
2441,79213.0
2442,72374.0
2443,76978.5
2444,43188.5
2445,33997.0
2446,50959.5
2447,80281.5
2448,57660.0
2449,75674.0
2450,65834.0
2451,80310.0
2452,73236.5
2453,34709.5
2454,41529.5
2455,30679.5
2456,28140.0
2457,34867.0
2458,34763.5
2459,31535.5
2460,21754.5
2461,32482.5
2462,33539.0
2463,32983.0
2464,28272.0
2465,34022.0
2466,26690.5
2467,45046.0
2468,33453.5
2469,44767.0
2470,22988.0
2471,39771.5
2472,39951.5
2473,34351.5
2474,33331.5
2475,32855.0
2476,31878.5
2477,32704.0
2478,84586.5
2479,32162.0
2480,31474.0
2481,32908.0
2482,35725.5
2483,36343.5
2484,32430.5
2485,32332.5
2486,32003.5
2487,34864.5
2488,33514.0
2489,34986.0
2490,14687.0
2491,25507.0
2492,35489.0
2493,35568.5
2494,33607.5
2495,32053.5
2496,31736.5
2497,82270.5
2498,33650.0
2499,32332.5
2500,32287.0
2501,33128.0
2502,37359.5
2503,56058.0
2504,37561.0
2505,54839.0
2506,34774.5
2507,35286.0
2508,35118.0
2509,34899.5
2510,32209.5
2511,17487.5
2512,48763.5
2513,36836.0
2514,35405.5
2515,31997.0
2516,79055.5
2517,35660.0
2518,34616.0
2519,34183.0
2520,30177.0
2521,80550.0
2522,37524.0
2523,34228.5
2524,34343.5
2525,30936.5
2526,32773.5
2527,35356.0
2528,40262.5
2529,81397.0
2530,33942.0
2531,32547.5
2532,19915.5
2533,36555.5
2534,32670.5
2535,33247.0
2536,28203.0
2537,33560.5
2538,33826.5
2539,33102.0
2540,33765.0
2541,79585.0
2542,36275.5
2543,35143.5
2544,39077.0
2545,33360.0
2546,31722.5
2547,34102.5
2548,35182.5
2549,34674.5
2550,33566.5
2551,33915.5
2552,38828.5
2553,40453.5
2554,54944.5
2555,36328.0
2556,34292.5
2557,35035.0
2558,34220.0
2559,34261.5
2560,30394.0
2561,31550.0
2562,34636.0
2563,34262.5
2564,34476.5
2565,78732.0
2566,38561.5
2567,33857.5
2568,32608.0
2569,34429.0
2570,33482.5
2571,32040.5
2572,35232.5
2573,79681.5
2574,31004.0
2575,50992.5
2576,19838.5
2577,35810.0
2578,34561.0
2579,35369.0
2580,32732.5
2581,31785.0
2582,81864.5
2583,34686.5
2584,31134.0
2585,32373.0
2586,33312.0
2587,35322.5
2588,35314.5
2589,41127.5
2590,29752.5
2591,32778.5
2592,53801.0
2593,35663.5
2594,44491.5
2595,18646.0
2596,89232.0
2597,33329.0
2598,30143.5
2599,31915.0
2600,31532.0
2601,32615.5
2602,40743.5
2603,33064.5
2604,33433.5
2605,79468.5
2606,31893.5
2607,34521.5
2608,27882.0
2609,32583.0
2610,32411.0
2611,32065.0
2612,33404.0
2613,33383.5
2614,31785.5
2615,45346.0
2616,44079.0
2617,39670.5
2618,36213.5
2619,31898.5
2620,32119.5
2621,31721.0
2622,34291.5
2623,34410.0
2624,82192.5
2625,34040.0
2626,33296.5
2627,35085.0
2628,34757.0
2629,32760.0
2630,81516.5
2631,34708.5
2632,40839.0
2633,34898.0
2634,33007.5
2635,31480.5
2636,18769.0
2637,46118.5
2638,38183.5
2639,32612.0
2640,30358.0
2641,80360.0
2642,35264.0
2643,33036.5
2644,33432.5
2645,31604.0
2646,31254.0
2647,33885.0
2648,31354.0
2649,33272.0
2650,79131.0
2651,34031.0
2652,41921.5
2653,36005.0
2654,33076.0
2655,31563.0
2656,41199.5
2657,99767.0
2658,65090.5
2659,113301.5
2660,78942.0
2661,34232.0
2662,33772.5
2663,32860.5
2664,39006.0
2665,36760.5
2666,34850.5
2667,38722.5
2668,33435.5
2669,31872.5
2670,33593.5
2671,37455.0
2672,98364.5
2673,94697.5
2674,35103.0
2675,80341.5
2676,33257.0
2677,96382.5
2678,98443.5
2679,51235.5
2680,42508.0
2681,33056.5
2682,46231.0
2683,83212.0
2684,34135.0
2685,31843.5
2686,31790.0
2687,31532.0
2688,31452.0
2689,32848.0
2690,31905.0
2691,32360.0
2692,83071.0
2693,35733.5
2694,35463.5
2695,32634.5
2696,40303.5
2697,41730.5
2698,44033.0
2699,28702.0
2700,79812.5
2701,39789.0
2702,35387.5
2703,34035.0
2704,40173.5
2705,34260.0
2706,31283.0
2707,30610.5
2708,24922.5
2709,81409.5
2710,32663.0
2711,32425.0
2712,40513.5
2713,34901.5
2714,34724.0
2715,34100.5
2716,33227.0
2717,37306.5
2718,61767.0
2719,30440.0
2720,15586.5
2721,34144.5
2722,39203.5
2723,34240.5
2724,34007.0
2725,32261.0
2726,32299.5
2727,80847.0
2728,34723.5
2729,33116.0
2730,34600.0
2731,32255.5
2732,34494.5
2733,34472.0
2734,47207.5
2735,34430.0
2736,30628.0
2737,105345.5
2738,89488.5
2739,99945.5
2740,90896.0
2741,59549.5
2742,47020.0
2743,39137.0
2744,38950.5
2745,33878.0
2746,33189.5
2747,35101.5
2748,35563.0
2749,55944.0
2750,42995.5
2751,45404.0
2752,152643.0
2753,138279.5
2754,136944.0
2755,135069.0
2756,63879.5
2757,97483.5
2758,134726.0
2759,182495.5
2760,181062.0
2761,68561.5
2762,89545.0
2763,170318.5
2764,50347.0
2765,34194.5
2766,33370.5
2767,35898.0
2768,32265.0
2769,34281.5
2770,45469.0
2771,32989.5
2772,81159.0
2773,33199.5
2774,33641.5
2775,32255.0
2776,30879.5
2777,87534.0
2778,80000.5
2779,34681.0
2780,33304.0
2781,32478.0
2782,102167.5
2783,19599.5
2784,40249.5
2785,37541.5
2786,33054.0
2787,36300.0
2788,33798.5
2789,32676.0
2790,51160.0
2791,40776.0
2792,78973.0
2793,30947.0
2794,33803.0
2795,32035.0
2796,32850.5
2797,32814.5
2798,31955.5
2799,31890.0
2800,32347.0
2801,81679.0
2802,33397.0
2803,37693.5
2804,78385.0
2805,38436.5
2806,31893.5
2807,30696.5
2808,32947.0
2809,48482.0
2810,81077.0
2811,34044.0
2812,32451.0
2813,33261.5
2814,16393.0
2815,32876.5
2816,32021.0
2817,36629.5
2818,83112.0
2819,33624.5
2820,32976.5
2821,31154.0
2822,32938.5
2823,35947.5
2824,19913.0
2825,34292.5
2826,33341.0
2827,78694.5
2828,35510.0
2829,21635.0
2830,31522.0
2831,32375.5
2832,22347.0
2833,39420.0
2834,33937.5
2835,32147.0
2836,33102.0
2837,35295.5
2838,33287.0
2839,33445.0
2840,79871.5
2841,34690.5
2842,43882.0
2843,31901.0
2844,37044.0
2845,48690.0
2846,30864.0
2847,38473.5
2848,80720.0
2849,33656.0
2850,82882.0
2851,33307.0
2852,32606.5
2853,32613.0
2854,31208.0
2855,32430.5
2856,33506.0
2857,37482.0
2858,81956.5
2859,31710.0
2860,83852.5
2861,33467.0
2862,33111.0
2863,36542.5
2864,32499.0
2865,17068.5
2866,32685.5
2867,79792.5
2868,38594.5
2869,32575.0
2870,30355.5
2871,47924.5
2872,35983.5
2873,35581.5
2874,33338.0
2875,30992.5
2876,33068.0
2877,35992.0
2878,33592.0
2879,33956.0
2880,79938.5
2881,83320.0
2882,35344.0
2883,35040.5
2884,35746.0
2885,34343.5
2886,39123.5
2887,18451.5
2888,37340.0
2889,36407.5
2890,80100.0
2891,32384.5
2892,36203.0
2893,34818.0
2894,33028.5
2895,34575.5
2896,29261.5
2897,35693.0
2898,51377.0
2899,80379.5
2900,36769.0
2901,33185.0
2902,40545.5
2903,33769.0
2904,34119.5
2905,33509.0
2906,31816.5
2907,44259.5
2908,28585.5
2909,45817.5
2910,81335.0
2911,20880.0
2912,33201.0
2913,33430.5
2914,31380.0
2915,32334.0
2916,80562.0
2917,33793.0
2918,84949.0
2919,33878.0
2920,42985.5
2921,37776.5
2922,17951.5
2923,33144.0
2924,33198.0
2925,32718.5
2926,30713.5
2927,32258.5
2928,36360.0
2929,53290.0
2930,34814.0
2931,79685.0
2932,44231.0
2933,34835.5
2934,31599.0
2935,32791.0
2936,34220.5
2937,82628.5
2938,27680.0
2939,31334.0
2940,32793.0
2941,33336.5
2942,37594.5
2943,34317.0
2944,34233.0
2945,33075.5
2946,31715.0
2947,34566.5
2948,35254.0
2949,19106.5
2950,81524.0
2951,34617.0
2952,41540.0
2953,35384.5
2954,35368.0
2955,33578.0
2956,33252.5
2957,35648.5
2958,42203.5
2959,82905.5
2960,31977.0
2961,32324.5
2962,35372.5
2963,34614.0
2964,34318.0
2965,31417.5
2966,30739.5
2967,35468.0
2968,35403.0
2969,28732.5
2970,38137.0
2971,49711.0
2972,46232.0
2973,35196.0
2974,33489.0
2975,33352.5
2976,79830.0
2977,36083.5
2978,34574.5
2979,32525.5
2980,34762.0
2981,31877.5
2982,83430.0
2983,35524.5
2984,79425.5
2985,33838.0
2986,31952.5
2987,33987.5
2988,31927.5
2989,31633.0
2990,15882.0
2991,18182.5
2992,40017.5
2993,40157.5
2994,31297.5
2995,80387.5
2996,33110.0
2997,34720.0
2998,38321.0
2999,32148.5
3000,32370.0
3001,33570.5
3002,34929.0
3003,33200.5
3004,78025.0
3005,32737.0
3006,84436.0
3007,41079.5
3008,36075.5
3009,81465.0
3010,35991.5
3011,44496.0
3012,19238.5
3013,32676.0
3014,28159.5
3015,32829.0
3016,33245.5
3017,35530.0
3018,34058.5
3019,32861.5
3020,32321.5
3021,65474.5
3022,19364.0
3023,13221.5
3024,7383.0
3025,15183.0
3026,6438.0
3027,17233.5
3028,11273.5
3029,7241.5
3030,8085.5
3031,8218.0
3032,36211.0
3033,36521.5
3034,16580.0
3035,7855.5
3036,28375.5
3037,32340.0
3038,40096.0
3039,31202.5
3040,29763.0
3041,17449.5
3042,16172.5
3043,19452.5
3044,16018.5
3045,17558.0
3046,14499.5
3047,15826.5
3048,14535.0
3049,16206.5
3050,14106.5
3051,37092.0
3052,17458.0
3053,16312.0
3054,15947.0
3055,17549.0
3056,12026.5
3057,16589.5
3058,17677.5
3059,16758.0
3060,8687.0
3061,2956.5
3062,8195.0
3063,8648.0
3064,8473.0
3065,8107.0
3066,8242.5
3067,3651.0
3068,4751.0
3069,7852.5
3070,8159.0
3071,9101.5
3072,8696.0
3073,9640.5
3074,16404.0
3075,16370.5
3076,8668.5
3077,15131.0
3078,4059.5
3079,8798.5
3080,11371.5
3081,15130.0
3082,4961.5
3083,4302.5
3084,16653.5
3085,12959.0
3086,8653.0
3087,70429.5
3088,10385.0
3089,14489.5
3090,7637.5
3091,7543.5
3092,38121.5
3093,34193.0
3094,17048.0
3095,34317.5
3096,13560.0
3097,17609.0
3098,8893.5
3099,7613.0
3100,8553.0
3101,8045.5
3102,31636.5
3103,51932.5
3104,46603.5
3105,57053.5
3106,34202.5
3107,71818.0
3108,34477.5
3109,28790.5
3110,20814.0
3111,7688.5
3112,73121.0
3113,31398.0
3114,30209.5
3115,17471.5
3116,31336.0
3117,21299.5
3118,23674.0
3119,20596.5
3120,20834.5
3121,20899.5
3122,21832.5
3123,20964.0
3124,17752.5
3125,20265.5
3126,24413.5
3127,22830.5
3128,21986.5
3129,22243.0
3130,21009.0
3131,22201.0
3132,21933.5
3133,20300.5
3134,18592.0
3135,19974.0
3136,22687.5
3137,81508.0
3138,75377.5
3139,77219.0
3140,36959.0
3141,52942.5
3142,47222.0
3143,61201.5
3144,27939.5
3145,21129.5
3146,59389.5
3147,71800.5
3148,52917.5
3149,69046.0
3150,58570.5
3151,67411.0
3152,48009.0
3153,53533.0
3154,54154.0
3155,63418.0
3156,48939.0
3157,65531.5
3158,61147.0
3159,67747.5
3160,62852.5
3161,82525.5
3162,65221.0
3163,56129.0
3164,52044.5
3165,68073.0
3166,40913.5
3167,65039.0
3168,66534.0
3169,49963.5
3170,27904.5
3171,27995.5
3172,37449.0
3173,33240.0
3174,36231.5
3175,29004.0
3176,39993.0
3177,16573.0
3178,47276.0
3179,40472.0
3180,35122.0
3181,6603.5
3182,19077.5
3183,17699.5
3184,8403.5
3185,12586.5
3186,7485.5
3187,13835.5
3188,17492.0
3189,15792.5
3190,7953.0
3191,16465.0
3192,25505.0
3193,17418.5
3194,15207.5
3195,12178.5
3196,7886.0
3197,15106.5
3198,8371.5
3199,43215.0
3200,22495.0
3201,17818.0
3202,17702.0
3203,21154.0
3204,8512.0
3205,15581.0
3206,8106.5
3207,18504.0
3208,18417.0
3209,58601.0
3210,13810.0
3211,6595.5
3212,16496.5
3213,9604.5
3214,7903.0
3215,6672.0
3216,11549.0
3217,14490.5
3218,7456.5
3219,16918.0
3220,5644.0
3221,54773.0
3222,20815.5
3223,16041.0
3224,15228.0
3225,9450.0
3226,12868.5
3227,11257.0
3228,7832.0
3229,6411.5
3230,53772.0
3231,12061.0
3232,13477.5
3233,15198.0
3234,11309.5
3235,15239.5
3236,8297.5
3237,8512.5
3238,7602.5
3239,60239.5
3240,5006.0
3241,6588.5
3242,16362.5
3243,15870.5
3244,7920.5
3245,7649.0
3246,9978.5
3247,12693.0
3248,7660.0
3249,8568.0
3250,55495.0
3251,7184.5
3252,33652.5
3253,37796.5
3254,32684.5
3255,31355.0
3256,33151.0
3257,58804.0
3258,38807.5
3259,78591.0
3260,32882.5
3261,22212.0
3262,47793.5
3263,40482.5
3264,35222.5
3265,34393.0
3266,80906.0
3267,41470.5
3268,37868.0
3269,34131.5
3270,32651.0
3271,80638.5
3272,58820.5
3273,38787.5
3274,34416.0
3275,31043.0
3276,36239.0
3277,35231.5
3278,34899.5
3279,34005.0
3280,32005.5
3281,32474.5
3282,37855.5
3283,16784.5
3284,50723.5
3285,32390.5
3286,32614.0
3287,35477.5
3288,35538.0
3289,35718.0
3290,40667.0
3291,27312.0
3292,35233.0
3293,34559.0
3294,34746.5
3295,32438.5
3296,31993.0
3297,37204.0
3298,34558.0
3299,31476.5
3300,33071.5
3301,34780.5
3302,35740.5
3303,42517.0
3304,30932.5
3305,36012.0
3306,31506.0
3307,33686.5
3308,35943.5
3309,31994.5
3310,33265.5
3311,32601.0
3312,33982.0
3313,35627.5
3314,80643.0
3315,32588.0
3316,24105.0
3317,36420.0
3318,86186.0
3319,34887.5
3320,81630.5
3321,31940.5
3322,36801.0
3323,41027.0
3324,69290.5
3325,108767.0
3326,51067.0
3327,30475.0
3328,35238.0
3329,34335.0
3330,31840.0
3331,30703.0
3332,99372.5
3333,94620.5
3334,39838.0
3335,32947.0
3336,33944.5
3337,95801.0
3338,89940.5
3339,83253.0
3340,44899.5
3341,34127.5
3342,76366.5
3343,33510.0
3344,34147.5
3345,44130.5
3346,73641.5
3347,31332.0
3348,33438.5
3349,33920.5
3350,80254.0
3351,32623.5
3352,63285.0
3353,35930.0
3354,81902.5
3355,31058.5
3356,32367.0
3357,33579.5
3358,48198.5
3359,32695.0
3360,32308.0
3361,32892.5
3362,34201.0
3363,32122.5
3364,31915.5
3365,48710.5
3366,19518.5
3367,82659.5
3368,40443.0
3369,33156.5
3370,50171.0
3371,36193.5
3372,36348.0
3373,33030.0
3374,32392.5
3375,32924.0
3376,78867.0
3377,61754.0
3378,32979.0
3379,36711.5
3380,34161.0
3381,31804.5
3382,33109.5
3383,32688.5
3384,37513.0
3385,82670.0
3386,34611.0
3387,3501.0
3388,3849.0
3389,6961.0
3390,3275.0
3391,952.5
3392,33210.0
3393,35369.0
3394,32171.5
3395,30391.5
3396,32084.5
3397,32801.5
3398,32628.5
3399,31841.5
3400,32602.0
3401,32581.0
3402,34070.5
3403,30997.5
3404,32642.0
3405,31868.0
3406,31905.5
3407,39835.5
3408,54566.5
3409,37118.0
3410,41854.5
3411,37694.0
3412,37825.0
3413,34124.0
3414,37660.5
3415,33550.0
3416,31643.5
3417,33254.0
3418,36955.0
3419,39814.5
3420,32576.0
3421,33415.0
3422,32241.0
3423,33669.5
3424,32095.0
3425,32535.5
3426,8912.5
3427,40317.0
3428,12139.5
3429,16735.5
3430,31913.0
3431,35160.5
3432,150687.5
3433,163073.5
3434,50022.5
3435,111913.0
3436,98162.0
3437,119613.0
3438,130938.5
3439,91961.5
3440,94701.5
3441,78407.0
3442,132104.0
3443,109577.0
3444,138184.0
3445,171580.0
3446,40326.0
3447,150083.0
3448,158821.0
3449,111098.5
3450,126709.0
3451,69936.5
3452,105812.0
3453,110632.5
3454,79181.0
3455,145815.5
3456,72989.5
3457,196808.5
3458,130033.0
3459,141333.0
3460,120440.5
3461,67063.0
3462,149735.5
3463,109699.5
3464,169650.0
3465,126358.0
3466,67305.0
3467,159092.0
3468,167101.0
3469,72899.5
3470,110096.0
3471,128538.0
3472,158217.5
3473,185073.0
3474,166645.5
3475,83443.5
3476,48871.0
3477,138223.0
3478,148700.0
3479,142787.0
3480,51178.5
3481,33514.0
3482,138138.0
3483,164650.0
3484,33955.5
3485,32154.0
3486,83354.0
3487,32027.0
3488,32410.0
3489,33928.0
3490,92579.5
3491,127848.0
3492,131804.5
3493,163767.0
3494,167239.0
3495,173729.5
3496,36069.5
3497,122850.5
3498,101740.5
3499,76514.5
3500,78036.0
3501,72555.0
3502,81673.5
3503,173887.5
3504,115652.5
3505,140894.5
3506,85301.5
3507,38319.0
3508,38620.0
3509,36118.0
3510,35584.0
3511,30642.0
3512,27105.5
3513,83009.0
3514,80021.5
3515,80484.5
3516,78640.0
3517,81519.5
3518,81945.5
3519,34313.5
3520,35280.0
3521,36107.5
3522,35974.5
3523,33807.5
3524,36227.5
3525,34518.0
3526,80780.5
3527,36174.0
3528,25678.5
3529,36440.5
3530,34082.0
3531,23930.0
3532,26024.0
3533,32286.0
3534,77676.0
3535,80330.5
3536,42313.0
3537,37080.0
3538,36269.0
3539,32305.5
3540,35855.0
3541,34157.5
3542,36067.5
3543,79259.5
3544,36890.0
3545,36172.0
3546,34242.0
3547,34443.0
3548,36909.5
3549,35828.0
3550,34675.0
3551,77365.5
3552,35759.0
3553,37210.0
3554,24925.5
3555,23950.5
3556,34790.0
3557,47134.0
3558,40218.0
3559,77486.5
3560,34834.0
3561,35368.0
3562,36734.0
3563,32720.5
3564,35695.0
3565,33538.0
3566,34401.0
3567,25504.5
3568,35907.0
3569,35832.5
3570,79973.0
3571,28126.0
3572,36364.0
3573,36174.0
3574,26991.0
3575,27152.5
3576,26341.0
3577,36535.5
3578,37635.5
3579,34027.5
3580,79340.5
3581,34254.0
3582,36329.0
3583,36598.0
3584,34959.0
3585,35235.5
3586,34147.0
3587,34345.5
3588,36969.0
3589,35082.0
3590,34920.5
3591,31926.0
3592,80325.5
3593,36190.0
3594,16307.0
3595,31142.0
3596,35455.0
3597,36190.5
3598,35283.5
3599,35855.5
3600,33676.5
3601,36759.5
3602,36124.5
3603,33728.5
3604,35373.0
3605,19255.0
3606,33595.5
3607,63938.0
3608,41165.5
3609,81799.0
3610,36252.5
3611,23850.0
3612,35236.0
3613,35747.5
3614,35579.5
3615,29560.0
3616,26215.0
3617,89113.0
3618,36987.0
