ioctl()SW-SEND    TIMESTAMP 1650296238.999878939
SW-SEND    TIMESTAMP 1650296261.609863910
SW-SEND    TIMESTAMP 1650296261.619869910
SW-SEND    TIMESTAMP 1650296261.629867428
SW-SEND    TIMESTAMP 1650296261.639868132
SW-SEND    TIMESTAMP 1650296261.649868872
SW-SEND    TIMESTAMP 1650296261.659865020
SW-SEND    TIMESTAMP 1650296261.669865539
SW-SEND    TIMESTAMP 1650296261.679865779
SW-SEND    TIMESTAMP 1650296261.689867131
SW-SEND    TIMESTAMP 1650296261.699864316
SW-SEND    TIMESTAMP 1650296261.709865761
SW-SEND    TIMESTAMP 1650296261.719867409
SW-SEND    TIMESTAMP 1650296261.729866946
SW-SEND    TIMESTAMP 1650296261.739867371
SW-SEND    TIMESTAMP 1650296261.749866131
SW-SEND    TIMESTAMP 1650296261.759864316
SW-SEND    TIMESTAMP 1650296261.769870556
SW-SEND    TIMESTAMP 1650296261.779869482
SW-SEND    TIMESTAMP 1650296261.789865241
SW-SEND    TIMESTAMP 1650296261.799865575
SW-SEND    TIMESTAMP 1650296261.809867611
SW-SEND    TIMESTAMP 1650296261.819864778
SW-SEND    TIMESTAMP 1650296261.829864389
SW-SEND    TIMESTAMP 1650296261.839866167
SW-SEND    TIMESTAMP 1650296261.849868944
SW-SEND    TIMESTAMP 1650296261.859865518
SW-SEND    TIMESTAMP 1650296261.869864852
SW-SEND    TIMESTAMP 1650296261.879865166
SW-SEND    TIMESTAMP 1650296261.889868055
SW-SEND    TIMESTAMP 1650296261.899864148
SW-SEND    TIMESTAMP 1650296261.909866610
SW-SEND    TIMESTAMP 1650296261.919869407
SW-SEND    TIMESTAMP 1650296261.929864944
SW-SEND    TIMESTAMP 1650296261.939864666
SW-SEND    TIMESTAMP 1650296261.949866351
SW-SEND    TIMESTAMP 1650296261.959868388
SW-SEND    TIMESTAMP 1650296261.969867203
SW-SEND    TIMESTAMP 1650296261.979867314
SW-SEND    TIMESTAMP 1650296261.989864499
SW-SEND    TIMESTAMP 1650296261.999864036
SW-SEND    TIMESTAMP 1650296262.009867461
SW-SEND    TIMESTAMP 1650296262.019868221
SW-SEND    TIMESTAMP 1650296262.029868220
SW-SEND    TIMESTAMP 1650296262.039867313
SW-SEND    TIMESTAMP 1650296262.049865368
SW-SEND    TIMESTAMP 1650296262.059867128
SW-SEND    TIMESTAMP 1650296262.069869905
SW-SEND    TIMESTAMP 1650296262.079867201
SW-SEND    TIMESTAMP 1650296262.089867183
SW-SEND    TIMESTAMP 1650296262.099867238
SW-SEND    TIMESTAMP 1650296262.109869146
SW-SEND    TIMESTAMP 1650296262.119878386
SW-SEND    TIMESTAMP 1650296262.129863238
SW-SEND    TIMESTAMP 1650296262.139865182
SW-SEND    TIMESTAMP 1650296262.149866775
SW-SEND    TIMESTAMP 1650296262.159868164
SW-SEND    TIMESTAMP 1650296262.169867830
SW-SEND    TIMESTAMP 1650296262.179867293
SW-SEND    TIMESTAMP 1650296262.189867126
SW-SEND    TIMESTAMP 1650296262.199867386
SW-SEND    TIMESTAMP 1650296262.209864793
SW-SEND    TIMESTAMP 1650296262.219871070
SW-SEND    TIMESTAMP 1650296262.229868033
SW-SEND    TIMESTAMP 1650296262.239868459
SW-SEND    TIMESTAMP 1650296262.249867274
SW-SEND    TIMESTAMP 1650296262.259866996
SW-SEND    TIMESTAMP 1650296262.269868792
SW-SEND    TIMESTAMP 1650296262.279865311
SW-SEND    TIMESTAMP 1650296262.289868755
SW-SEND    TIMESTAMP 1650296262.299866811
SW-SEND    TIMESTAMP 1650296262.309868644
SW-SEND    TIMESTAMP 1650296262.319868403
SW-SEND    TIMESTAMP 1650296262.329867403
SW-SEND    TIMESTAMP 1650296262.339867458
SW-SEND    TIMESTAMP 1650296262.349868347
SW-SEND    TIMESTAMP 1650296262.359867458
SW-SEND    TIMESTAMP 1650296262.369867106
SW-SEND    TIMESTAMP 1650296262.379867736
SW-SEND    TIMESTAMP 1650296262.389867439
SW-SEND    TIMESTAMP 1650296262.399865310
SW-SEND    TIMESTAMP 1650296262.409866550
SW-SEND    TIMESTAMP 1650296262.419864995
SW-SEND    TIMESTAMP 1650296262.429867828
SW-SEND    TIMESTAMP 1650296262.439867939
SW-SEND    TIMESTAMP 1650296262.449867809
SW-SEND    TIMESTAMP 1650296262.459877883
SW-SEND    TIMESTAMP 1650296262.469873309
SW-SEND    TIMESTAMP 1650296262.479874235
SW-SEND    TIMESTAMP 1650296262.489868827
SW-SEND    TIMESTAMP 1650296262.499861809
SW-SEND    TIMESTAMP 1650296262.509874197
SW-SEND    TIMESTAMP 1650296262.519887345
SW-SEND    TIMESTAMP 1650296262.529865271
SW-SEND    TIMESTAMP 1650296262.539868438
SW-SEND    TIMESTAMP 1650296262.549868419
SW-SEND    TIMESTAMP 1650296262.559865067
SW-SEND    TIMESTAMP 1650296262.569865123
SW-SEND    TIMESTAMP 1650296262.579867437
SW-SEND    TIMESTAMP 1650296262.589864808
SW-SEND    TIMESTAMP 1650296262.599864919
SW-SEND    TIMESTAMP 1650296262.609864493
SW-SEND    TIMESTAMP 1650296262.619867011
SW-SEND    TIMESTAMP 1650296262.629865270
SW-SEND    TIMESTAMP 1650296262.639864437
SW-SEND    TIMESTAMP 1650296262.649869789
SW-SEND    TIMESTAMP 1650296262.659865011
SW-SEND    TIMESTAMP 1650296262.669864622
SW-SEND    TIMESTAMP 1650296262.679868159
SW-SEND    TIMESTAMP 1650296262.689868714
SW-SEND    TIMESTAMP 1650296262.699865547
SW-SEND    TIMESTAMP 1650296262.709864196
SW-SEND    TIMESTAMP 1650296262.719867862
SW-SEND    TIMESTAMP 1650296262.729865140
SW-SEND    TIMESTAMP 1650296262.739864732
SW-SEND    TIMESTAMP 1650296262.749865751
SW-SEND    TIMESTAMP 1650296262.759867843
SW-SEND    TIMESTAMP 1650296262.769866065
SW-SEND    TIMESTAMP 1650296262.779864213
SW-SEND    TIMESTAMP 1650296262.789867343
SW-SEND    TIMESTAMP 1650296262.799869547
SW-SEND    TIMESTAMP 1650296262.809864621
SW-SEND    TIMESTAMP 1650296262.819864806
SW-SEND    TIMESTAMP 1650296262.829866509
SW-SEND    TIMESTAMP 1650296262.839867454
SW-SEND    TIMESTAMP 1650296262.849866546
SW-SEND    TIMESTAMP 1650296262.859866935
SW-SEND    TIMESTAMP 1650296262.869865120
SW-SEND    TIMESTAMP 1650296262.879864435
SW-SEND    TIMESTAMP 1650296262.889876916
SW-SEND    TIMESTAMP 1650296262.899864546
SW-SEND    TIMESTAMP 1650296262.909870657
SW-SEND    TIMESTAMP 1650296262.919865508
SW-SEND    TIMESTAMP 1650296262.929865471
SW-SEND    TIMESTAMP 1650296262.939867656
SW-SEND    TIMESTAMP 1650296262.949867675
SW-SEND    TIMESTAMP 1650296262.959864582
SW-SEND    TIMESTAMP 1650296262.969865212
SW-SEND    TIMESTAMP 1650296262.979867786
SW-SEND    TIMESTAMP 1650296262.989865248
SW-SEND    TIMESTAMP 1650296262.999864119
SW-SEND    TIMESTAMP 1650296263.009864952
SW-SEND    TIMESTAMP 1650296263.019867285
SW-SEND    TIMESTAMP 1650296263.029864656
SW-SEND    TIMESTAMP 1650296263.039866600
SW-SEND    TIMESTAMP 1650296263.049867859
SW-SEND    TIMESTAMP 1650296263.059868544
SW-SEND    TIMESTAMP 1650296263.069867803
SW-SEND    TIMESTAMP 1650296263.079866822
SW-SEND    TIMESTAMP 1650296263.089865303
SW-SEND    TIMESTAMP 1650296263.099870525
SW-SEND    TIMESTAMP 1650296263.109866840
SW-SEND    TIMESTAMP 1650296263.119875025
SW-SEND    TIMESTAMP 1650296263.129861469
SW-SEND    TIMESTAMP 1650296263.139865932
SW-SEND    TIMESTAMP 1650296263.149867080
SW-SEND    TIMESTAMP 1650296263.159867414
SW-SEND    TIMESTAMP 1650296263.169867599
SW-SEND    TIMESTAMP 1650296263.179867969
SW-SEND    TIMESTAMP 1650296263.189867728
SW-SEND    TIMESTAMP 1650296263.199867413
SW-SEND    TIMESTAMP 1650296263.209864654
SW-SEND    TIMESTAMP 1650296263.219867413
SW-SEND    TIMESTAMP 1650296263.229867524
SW-SEND    TIMESTAMP 1650296263.239868080
SW-SEND    TIMESTAMP 1650296263.249869487
SW-SEND    TIMESTAMP 1650296263.259867209
SW-SEND    TIMESTAMP 1650296263.269868968
SW-SEND    TIMESTAMP 1650296263.279864913
SW-SEND    TIMESTAMP 1650296263.289864524
SW-SEND    TIMESTAMP 1650296263.299867746
SW-SEND    TIMESTAMP 1650296263.309866709
SW-SEND    TIMESTAMP 1650296263.319869153
SW-SEND    TIMESTAMP 1650296263.329867134
SW-SEND    TIMESTAMP 1650296263.339867708
SW-SEND    TIMESTAMP 1650296263.349867653
SW-SEND    TIMESTAMP 1650296263.359867393
SW-SEND    TIMESTAMP 1650296263.369864171
SW-SEND    TIMESTAMP 1650296263.379866819
SW-SEND    TIMESTAMP 1650296263.389866800
SW-SEND    TIMESTAMP 1650296263.399869763
SW-SEND    TIMESTAMP 1650296263.409867096
SW-SEND    TIMESTAMP 1650296263.419867041
SW-SEND    TIMESTAMP 1650296263.429876744
SW-SEND    TIMESTAMP 1650296263.439872541
SW-SEND    TIMESTAMP 1650296263.449878448
SW-SEND    TIMESTAMP 1650296263.459879003
SW-SEND    TIMESTAMP 1650296263.469862911
SW-SEND    TIMESTAMP 1650296263.479862411
SW-SEND    TIMESTAMP 1650296263.489881281
SW-SEND    TIMESTAMP 1650296263.499868522
SW-SEND    TIMESTAMP 1650296263.509862485
SW-SEND    TIMESTAMP 1650296263.519870207
SW-SEND    TIMESTAMP 1650296263.529868151
SW-SEND    TIMESTAMP 1650296263.539867466
SW-SEND    TIMESTAMP 1650296263.549865243
SW-SEND    TIMESTAMP 1650296263.559867003
SW-SEND    TIMESTAMP 1650296263.569868688
SW-SEND    TIMESTAMP 1650296263.579868076
SW-SEND    TIMESTAMP 1650296263.589865576
SW-SEND    TIMESTAMP 1650296263.599864336
SW-SEND    TIMESTAMP 1650296263.609866872
SW-SEND    TIMESTAMP 1650296263.619864298
SW-SEND    TIMESTAMP 1650296263.629868557
SW-SEND    TIMESTAMP 1650296263.639868854
SW-SEND    TIMESTAMP 1650296263.649865446
SW-SEND    TIMESTAMP 1650296263.659870872
SW-SEND    TIMESTAMP 1650296263.669863705
SW-SEND    TIMESTAMP 1650296263.679877242
SW-SEND    TIMESTAMP 1650296263.689872668
SW-SEND    TIMESTAMP 1650296263.699865594
SW-SEND    TIMESTAMP 1650296263.709868797
SW-SEND    TIMESTAMP 1650296263.719876964
SW-SEND    TIMESTAMP 1650296263.729866149
SW-SEND    TIMESTAMP 1650296263.739870316
SW-SEND    TIMESTAMP 1650296263.749874075
SW-SEND    TIMESTAMP 1650296263.759864908
SW-SEND    TIMESTAMP 1650296263.769873519
SW-SEND    TIMESTAMP 1650296263.779871167
SW-SEND    TIMESTAMP 1650296263.789862075
SW-SEND    TIMESTAMP 1650296263.799876000
SW-SEND    TIMESTAMP 1650296263.809872241
SW-SEND    TIMESTAMP 1650296263.819874741
SW-SEND    TIMESTAMP 1650296263.829867130
SW-SEND    TIMESTAMP 1650296263.839879111
SW-SEND    TIMESTAMP 1650296263.849869370
SW-SEND    TIMESTAMP 1650296263.859860981
SW-SEND    TIMESTAMP 1650296263.869868870
SW-SEND    TIMESTAMP 1650296263.879865055
SW-SEND    TIMESTAMP 1650296263.889864537
SW-SEND    TIMESTAMP 1650296263.899870018
SW-SEND    TIMESTAMP 1650296263.909868314
SW-SEND    TIMESTAMP 1650296263.919872610
SW-SEND    TIMESTAMP 1650296263.929862888
SW-SEND    TIMESTAMP 1650296263.939867944
SW-SEND    TIMESTAMP 1650296263.949867925
SW-SEND    TIMESTAMP 1650296263.959866943
SW-SEND    TIMESTAMP 1650296263.969867258
SW-SEND    TIMESTAMP 1650296263.979870536
SW-SEND    TIMESTAMP 1650296263.989865443
SW-SEND    TIMESTAMP 1650296263.999869406
SW-SEND    TIMESTAMP 1650296264.009869073
SW-SEND    TIMESTAMP 1650296264.019867443
SW-SEND    TIMESTAMP 1650296264.029867609
SW-SEND    TIMESTAMP 1650296264.039867943
SW-SEND    TIMESTAMP 1650296264.049867480
SW-SEND    TIMESTAMP 1650296264.059866498
SW-SEND    TIMESTAMP 1650296264.069864942
SW-SEND    TIMESTAMP 1650296264.079864146
SW-SEND    TIMESTAMP 1650296264.089868109
SW-SEND    TIMESTAMP 1650296264.099867905
SW-SEND    TIMESTAMP 1650296264.109867424
SW-SEND    TIMESTAMP 1650296264.119879368
SW-SEND    TIMESTAMP 1650296264.129867627
SW-SEND    TIMESTAMP 1650296264.139865849
SW-SEND    TIMESTAMP 1650296264.149866868
SW-SEND    TIMESTAMP 1650296264.159865256
SW-SEND    TIMESTAMP 1650296264.169865127
SW-SEND    TIMESTAMP 1650296264.179866886
SW-SEND    TIMESTAMP 1650296264.189865997
SW-SEND    TIMESTAMP 1650296264.199864923
SW-SEND    TIMESTAMP 1650296264.209865515
SW-SEND    TIMESTAMP 1650296264.219868071
SW-SEND    TIMESTAMP 1650296264.229865682
SW-SEND    TIMESTAMP 1650296264.239864515
SW-SEND    TIMESTAMP 1650296264.249866830
SW-SEND    TIMESTAMP 1650296264.259868181
SW-SEND    TIMESTAMP 1650296264.269866978
SW-SEND    TIMESTAMP 1650296264.279870515
SW-SEND    TIMESTAMP 1650296264.289867181
SW-SEND    TIMESTAMP 1650296264.299866922
SW-SEND    TIMESTAMP 1650296264.309865181
SW-SEND    TIMESTAMP 1650296264.319866440
SW-SEND    TIMESTAMP 1650296264.329865144
SW-SEND    TIMESTAMP 1650296264.339867588
SW-SEND    TIMESTAMP 1650296264.349868199
SW-SEND    TIMESTAMP 1650296264.359867810
SW-SEND    TIMESTAMP 1650296264.369865440
SW-SEND    TIMESTAMP 1650296264.379865532
SW-SEND    TIMESTAMP 1650296264.389869347
SW-SEND    TIMESTAMP 1650296264.399867421
SW-SEND    TIMESTAMP 1650296264.409878050
SW-SEND    TIMESTAMP 1650296264.419874217
SW-SEND    TIMESTAMP 1650296264.429880161
SW-SEND    TIMESTAMP 1650296264.439870772
SW-SEND    TIMESTAMP 1650296264.449864180
SW-SEND    TIMESTAMP 1650296264.459877865
SW-SEND    TIMESTAMP 1650296264.469878624
SW-SEND    TIMESTAMP 1650296264.479860939
SW-SEND    TIMESTAMP 1650296264.489865920
SW-SEND    TIMESTAMP 1650296264.499871105
SW-SEND    TIMESTAMP 1650296264.509866457
SW-SEND    TIMESTAMP 1650296264.519867753
SW-SEND    TIMESTAMP 1650296264.529870068
SW-SEND    TIMESTAMP 1650296264.539867772
SW-SEND    TIMESTAMP 1650296264.549868309
SW-SEND    TIMESTAMP 1650296264.559868364
SW-SEND    TIMESTAMP 1650296264.569867716
SW-SEND    TIMESTAMP 1650296264.579868345
SW-SEND    TIMESTAMP 1650296264.589864456
SW-SEND    TIMESTAMP 1650296264.599867919
SW-SEND    TIMESTAMP 1650296264.609868086
SW-SEND    TIMESTAMP 1650296264.619865141
SW-SEND    TIMESTAMP 1650296264.629865512
SW-SEND    TIMESTAMP 1650296264.639867956
SW-SEND    TIMESTAMP 1650296264.649871382
SW-SEND    TIMESTAMP 1650296264.659867085
SW-SEND    TIMESTAMP 1650296264.669867752
SW-SEND    TIMESTAMP 1650296264.679867307
SW-SEND    TIMESTAMP 1650296264.689867585
SW-SEND    TIMESTAMP 1650296264.699865159
SW-SEND    TIMESTAMP 1650296264.709866418
SW-SEND    TIMESTAMP 1650296264.719868974
SW-SEND    TIMESTAMP 1650296264.729868344
SW-SEND    TIMESTAMP 1650296264.739867622
SW-SEND    TIMESTAMP 1650296264.749865751
SW-SEND    TIMESTAMP 1650296264.759866085
SW-SEND    TIMESTAMP 1650296264.769867936
SW-SEND    TIMESTAMP 1650296264.779867084
SW-SEND    TIMESTAMP 1650296264.789869843
SW-SEND    TIMESTAMP 1650296264.799867992
SW-SEND    TIMESTAMP 1650296264.809866714
SW-SEND    TIMESTAMP 1650296264.819864732
SW-SEND    TIMESTAMP 1650296264.829865695
SW-SEND    TIMESTAMP 1650296264.839866825
SW-SEND    TIMESTAMP 1650296264.849867584
SW-SEND    TIMESTAMP 1650296264.859867843
SW-SEND    TIMESTAMP 1650296264.869868750
SW-SEND    TIMESTAMP 1650296264.879868046
SW-SEND    TIMESTAMP 1650296264.889868898
SW-SEND    TIMESTAMP 1650296264.899866898
SW-SEND    TIMESTAMP 1650296264.909865917
SW-SEND    TIMESTAMP 1650296264.919865213
SW-SEND    TIMESTAMP 1650296264.929867731
SW-SEND    TIMESTAMP 1650296264.939867546
SW-SEND    TIMESTAMP 1650296264.949870231
SW-SEND    TIMESTAMP 1650296264.959866657
SW-SEND    TIMESTAMP 1650296264.969866935
SW-SEND    TIMESTAMP 1650296264.979867546
SW-SEND    TIMESTAMP 1650296264.989868360
SW-SEND    TIMESTAMP 1650296264.999867249
SW-SEND    TIMESTAMP 1650296265.009866990
SW-SEND    TIMESTAMP 1650296265.019867656
SW-SEND    TIMESTAMP 1650296265.029864916
SW-SEND    TIMESTAMP 1650296265.039864767
SW-SEND    TIMESTAMP 1650296265.049867638
SW-SEND    TIMESTAMP 1650296265.059865341
SW-SEND    TIMESTAMP 1650296265.069867656
SW-SEND    TIMESTAMP 1650296265.079866989
SW-SEND    TIMESTAMP 1650296265.089867711
SW-SEND    TIMESTAMP 1650296265.099869267
SW-SEND    TIMESTAMP 1650296265.109866730
SW-SEND    TIMESTAMP 1650296265.119878044
SW-SEND    TIMESTAMP 1650296265.129862192
SW-SEND    TIMESTAMP 1650296265.139865359
SW-SEND    TIMESTAMP 1650296265.149869840
SW-SEND    TIMESTAMP 1650296265.159866692
SW-SEND    TIMESTAMP 1650296265.169866600
SW-SEND    TIMESTAMP 1650296265.179866951
SW-SEND    TIMESTAMP 1650296265.189868340
SW-SEND    TIMESTAMP 1650296265.199867099
SW-SEND    TIMESTAMP 1650296265.209867803
SW-SEND    TIMESTAMP 1650296265.219867636
SW-SEND    TIMESTAMP 1650296265.229868895
SW-SEND    TIMESTAMP 1650296265.239868377
SW-SEND    TIMESTAMP 1650296265.249870840
SW-SEND    TIMESTAMP 1650296265.259867506
SW-SEND    TIMESTAMP 1650296265.269864951
SW-SEND    TIMESTAMP 1650296265.279864284
SW-SEND    TIMESTAMP 1650296265.289866895
SW-SEND    TIMESTAMP 1650296265.299867284
SW-SEND    TIMESTAMP 1650296265.309868043
SW-SEND    TIMESTAMP 1650296265.319871987
SW-SEND    TIMESTAMP 1650296265.329862783
SW-SEND    TIMESTAMP 1650296265.339865765
SW-SEND    TIMESTAMP 1650296265.349868283
SW-SEND    TIMESTAMP 1650296265.359867413
SW-SEND    TIMESTAMP 1650296265.369866635
SW-SEND    TIMESTAMP 1650296265.379878301
SW-SEND    TIMESTAMP 1650296265.389877357
SW-SEND    TIMESTAMP 1650296265.399880690
SW-SEND    TIMESTAMP 1650296265.409861209
SW-SEND    TIMESTAMP 1650296265.419858449
SW-SEND    TIMESTAMP 1650296265.429866653
SW-SEND    TIMESTAMP 1650296265.439874653
SW-SEND    TIMESTAMP 1650296265.449864393
SW-SEND    TIMESTAMP 1650296265.459870153
SW-SEND    TIMESTAMP 1650296265.469866819
SW-SEND    TIMESTAMP 1650296265.479869264
SW-SEND    TIMESTAMP 1650296265.489869634
SW-SEND    TIMESTAMP 1650296265.499866875
SW-SEND    TIMESTAMP 1650296265.509866356
SW-SEND    TIMESTAMP 1650296265.519870208
SW-SEND    TIMESTAMP 1650296265.529871541
SW-SEND    TIMESTAMP 1650296265.539868170
SW-SEND    TIMESTAMP 1650296265.549867559
SW-SEND    TIMESTAMP 1650296265.559868244
SW-SEND    TIMESTAMP 1650296265.569868596
SW-SEND    TIMESTAMP 1650296265.579867781
SW-SEND    TIMESTAMP 1650296265.589865059
SW-SEND    TIMESTAMP 1650296265.599866300
SW-SEND    TIMESTAMP 1650296265.609868577
SW-SEND    TIMESTAMP 1650296265.619867985
SW-SEND    TIMESTAMP 1650296265.629867836
SW-SEND    TIMESTAMP 1650296265.639867336
SW-SEND    TIMESTAMP 1650296265.649867781
SW-SEND    TIMESTAMP 1650296265.659866577
SW-SEND    TIMESTAMP 1650296265.669865410
SW-SEND    TIMESTAMP 1650296265.679870429
SW-SEND    TIMESTAMP 1650296265.689866799
SW-SEND    TIMESTAMP 1650296265.699867984
SW-SEND    TIMESTAMP 1650296265.709867743
SW-SEND    TIMESTAMP 1650296265.719868965
SW-SEND    TIMESTAMP 1650296265.729868002
SW-SEND    TIMESTAMP 1650296265.739864169
SW-SEND    TIMESTAMP 1650296265.749867243
SW-SEND    TIMESTAMP 1650296265.759868798
SW-SEND    TIMESTAMP 1650296265.769867502
SW-SEND    TIMESTAMP 1650296265.779867391
SW-SEND    TIMESTAMP 1650296265.789867502
SW-SEND    TIMESTAMP 1650296265.799868391
SW-SEND    TIMESTAMP 1650296265.809868039
SW-SEND    TIMESTAMP 1650296265.819867724
SW-SEND    TIMESTAMP 1650296265.829867112
SW-SEND    TIMESTAMP 1650296265.839867798
SW-SEND    TIMESTAMP 1650296265.849867149
SW-SEND    TIMESTAMP 1650296265.859867631
SW-SEND    TIMESTAMP 1650296265.869867038
SW-SEND    TIMESTAMP 1650296265.879867464
SW-SEND    TIMESTAMP 1650296265.889868630
SW-SEND    TIMESTAMP 1650296265.899868723
SW-SEND    TIMESTAMP 1650296265.909864816
SW-SEND    TIMESTAMP 1650296265.919867519
SW-SEND    TIMESTAMP 1650296265.929866760
SW-SEND    TIMESTAMP 1650296265.939868000
SW-SEND    TIMESTAMP 1650296265.949867241
SW-SEND    TIMESTAMP 1650296265.959867185
SW-SEND    TIMESTAMP 1650296265.969867722
SW-SEND    TIMESTAMP 1650296265.979869056
SW-SEND    TIMESTAMP 1650296265.989864982
SW-SEND    TIMESTAMP 1650296265.999864870
SW-SEND    TIMESTAMP 1650296266.009866889
SW-SEND    TIMESTAMP 1650296266.019866629
SW-SEND    TIMESTAMP 1650296266.029866870
SW-SEND    TIMESTAMP 1650296266.039867351
SW-SEND    TIMESTAMP 1650296266.049868148
SW-SEND    TIMESTAMP 1650296266.059867462
SW-SEND    TIMESTAMP 1650296266.069864166
SW-SEND    TIMESTAMP 1650296266.079867481
SW-SEND    TIMESTAMP 1650296266.089868092
SW-SEND    TIMESTAMP 1650296266.099867555
SW-SEND    TIMESTAMP 1650296266.109867055
SW-SEND    TIMESTAMP 1650296266.119878962
SW-SEND    TIMESTAMP 1650296266.129866054
SW-SEND    TIMESTAMP 1650296266.139866110
SW-SEND    TIMESTAMP 1650296266.149866832
SW-SEND    TIMESTAMP 1650296266.159867832
SW-SEND    TIMESTAMP 1650296266.169867499
SW-SEND    TIMESTAMP 1650296266.179866573
SW-SEND    TIMESTAMP 1650296266.189867869
SW-SEND    TIMESTAMP 1650296266.199867184
SW-SEND    TIMESTAMP 1650296266.209867461
SW-SEND    TIMESTAMP 1650296266.219867294
SW-SEND    TIMESTAMP 1650296266.229865554
SW-SEND    TIMESTAMP 1650296266.239865072
SW-SEND    TIMESTAMP 1650296266.249866757
SW-SEND    TIMESTAMP 1650296266.259864979
SW-SEND    TIMESTAMP 1650296266.269867405
SW-SEND    TIMESTAMP 1650296266.279865627
SW-SEND    TIMESTAMP 1650296266.289864775
SW-SEND    TIMESTAMP 1650296266.299867275
SW-SEND    TIMESTAMP 1650296266.309865405
SW-SEND    TIMESTAMP 1650296266.319866405
SW-SEND    TIMESTAMP 1650296266.329865868
SW-SEND    TIMESTAMP 1650296266.339880238
SW-SEND    TIMESTAMP 1650296266.349867923
SW-SEND    TIMESTAMP 1650296266.359874756
SW-SEND    TIMESTAMP 1650296266.369862738
SW-SEND    TIMESTAMP 1650296266.379864812
SW-SEND    TIMESTAMP 1650296266.389864534
SW-SEND    TIMESTAMP 1650296266.399870497
SW-SEND    TIMESTAMP 1650296266.409879237
SW-SEND    TIMESTAMP 1650296266.419872404
SW-SEND    TIMESTAMP 1650296266.429864163
SW-SEND    TIMESTAMP 1650296266.439861145
SW-SEND    TIMESTAMP 1650296266.449872459
SW-SEND    TIMESTAMP 1650296266.459871718
SW-SEND    TIMESTAMP 1650296266.469865904
SW-SEND    TIMESTAMP 1650296266.479868237
SW-SEND    TIMESTAMP 1650296266.489865459
SW-SEND    TIMESTAMP 1650296266.499867644
SW-SEND    TIMESTAMP 1650296266.509864792
SW-SEND    TIMESTAMP 1650296266.519869274
SW-SEND    TIMESTAMP 1650296266.529866311
SW-SEND    TIMESTAMP 1650296266.539864440
SW-SEND    TIMESTAMP 1650296266.549868551
SW-SEND    TIMESTAMP 1650296266.559867699
SW-SEND    TIMESTAMP 1650296266.569868773
SW-SEND    TIMESTAMP 1650296266.579867884
SW-SEND    TIMESTAMP 1650296266.589867069
SW-SEND    TIMESTAMP 1650296266.599864921
SW-SEND    TIMESTAMP 1650296266.609869014
SW-SEND    TIMESTAMP 1650296266.619868217
SW-SEND    TIMESTAMP 1650296266.629871550
SW-SEND    TIMESTAMP 1650296266.639868458
SW-SEND    TIMESTAMP 1650296266.649867513
SW-SEND    TIMESTAMP 1650296266.659868587
SW-SEND    TIMESTAMP 1650296266.669868291
SW-SEND    TIMESTAMP 1650296266.679867976
SW-SEND    TIMESTAMP 1650296266.689864606
SW-SEND    TIMESTAMP 1650296266.699868328
SW-SEND    TIMESTAMP 1650296266.709867679
SW-SEND    TIMESTAMP 1650296266.719867272
SW-SEND    TIMESTAMP 1650296266.729867401
SW-SEND    TIMESTAMP 1650296266.739868105
SW-SEND    TIMESTAMP 1650296266.749867883
SW-SEND    TIMESTAMP 1650296266.759868179
SW-SEND    TIMESTAMP 1650296266.769865235
SW-SEND    TIMESTAMP 1650296266.779867383
SW-SEND    TIMESTAMP 1650296266.789866938
SW-SEND    TIMESTAMP 1650296266.799867438
SW-SEND    TIMESTAMP 1650296266.809868438
SW-SEND    TIMESTAMP 1650296266.819867901
SW-SEND    TIMESTAMP 1650296266.829868234
SW-SEND    TIMESTAMP 1650296266.839868901
SW-SEND    TIMESTAMP 1650296266.849868623
SW-SEND    TIMESTAMP 1650296266.859868086
SW-SEND    TIMESTAMP 1650296266.869868178
SW-SEND    TIMESTAMP 1650296266.879864660
SW-SEND    TIMESTAMP 1650296266.889866974
SW-SEND    TIMESTAMP 1650296266.899869085
SW-SEND    TIMESTAMP 1650296266.909866974
SW-SEND    TIMESTAMP 1650296266.919868937
SW-SEND    TIMESTAMP 1650296266.929870344
SW-SEND    TIMESTAMP 1650296266.939867529
SW-SEND    TIMESTAMP 1650296266.949868381
SW-SEND    TIMESTAMP 1650296266.959867029
SW-SEND    TIMESTAMP 1650296266.969865622
SW-SEND    TIMESTAMP 1650296266.979867214
SW-SEND    TIMESTAMP 1650296266.989867529
SW-SEND    TIMESTAMP 1650296266.999867584
SW-SEND    TIMESTAMP 1650296267.009867510
SW-SEND    TIMESTAMP 1650296267.019866399
SW-SEND    TIMESTAMP 1650296267.029867510
SW-SEND    TIMESTAMP 1650296267.039868084
SW-SEND    TIMESTAMP 1650296267.049865529
SW-SEND    TIMESTAMP 1650296267.059865991
SW-SEND    TIMESTAMP 1650296267.069866065
SW-SEND    TIMESTAMP 1650296267.079870343
SW-SEND    TIMESTAMP 1650296267.089867084
SW-SEND    TIMESTAMP 1650296267.099867676
SW-SEND    TIMESTAMP 1650296267.109867343
SW-SEND    TIMESTAMP 1650296267.119879009
SW-SEND    TIMESTAMP 1650296267.129864509
SW-SEND    TIMESTAMP 1650296267.139865232
SW-SEND    TIMESTAMP 1650296267.149867843
SW-SEND    TIMESTAMP 1650296267.159867435
SW-SEND    TIMESTAMP 1650296267.169867417
SW-SEND    TIMESTAMP 1650296267.179867861
